product_id,category,price,brand,weight_kg,month,day_of_week,quarter,is_holiday,supplier,warehouse_location,discount_percent,stock_available,quantity_sold
52,Electronics,1286.27,BrandD,5.21,8,1,3,0,SupplierF,Bandung,19.15,106,45
93,Electronics,1031.4,BrandB,6.91,9,2,3,0,SupplierA,Bekasi,25.61,857,90
15,Electronics,644.64,BrandC,8.58,10,2,4,0,SupplierD,Lampung,44.37,363,132
72,Electronics,353.15,BrandD,10.32,12,5,4,0,SupplierA,Jakarta,49.45,641,186
61,Clothing,36.53,BrandC,0.28,6,6,2,0,SupplierF,Jakarta,1.01,810,172
21,Food,53.65,BrandD,9.45,2,4,1,0,SupplierC,Padang,19.66,492,219
83,Food,25.35,BrandA,5.4,6,2,2,1,SupplierA,Medan,40.88,42,343
87,Beauty,114.41,BrandE,4.75,9,4,3,0,SupplierF,Jakarta,16.33,574,139
75,Food,12.68,BrandC,7.26,12,5,4,0,SupplierF,Padang,32.45,72,296
75,Sports,365.1,BrandD,2.68,3,3,1,0,SupplierE,Surabaya,49.61,697,161
88,Electronics,388.86,BrandE,0.81,9,5,3,0,SupplierD,Medan,32.34,628,109
100,Clothing,229.45,BrandC,0.87,2,4,1,0,SupplierE,Jakarta,5.56,303,82
24,Sports,146.54,BrandB,4.64,11,2,4,0,SupplierC,Lampung,42.15,4,147
3,Electronics,1237.37,BrandD,9.82,5,0,2,0,SupplierD,Surabaya,48.33,986,121
22,Food,32.53,BrandB,16.95,11,4,4,0,SupplierC,Padang,35.63,587,256
53,Furniture,893.5,BrandA,19.07,2,1,1,0,SupplierE,Jakarta,20.95,802,10
2,Furniture,466.38,BrandB,31.0,7,0,3,0,SupplierF,Jakarta,47.42,348,106
88,Electronics,958.06,BrandB,11.01,11,6,4,0,SupplierC,Bekasi,48.43,399,167
30,Clothing,21.21,BrandF,1.26,10,4,4,0,SupplierD,Surabaya,46.76,594,162
38,Furniture,644.77,BrandD,7.98,9,1,3,1,SupplierD,Jakarta,20.59,432,81
2,Electronics,393.29,BrandA,3.59,7,6,3,0,SupplierC,Bandung,39.49,571,151
64,Sports,302.07,BrandB,22.1,12,5,4,1,SupplierD,Lampung,32.71,106,224
60,Sports,101.99,BrandE,20.65,5,0,2,0,SupplierF,Bekasi,8.99,116,111
21,Health,226.99,BrandC,0.78,4,4,2,0,SupplierF,Bekasi,26.78,818,117
33,Clothing,42.08,BrandB,0.75,12,3,4,0,SupplierD,Jakarta,37.38,382,199
76,Beauty,95.78,BrandA,3.87,4,5,2,0,SupplierC,Lampung,44.8,858,203
58,Food,91.29,BrandB,9.77,10,1,4,0,SupplierE,Bekasi,43.13,81,271
22,Clothing,293.23,BrandC,2.3,8,3,3,0,SupplierD,Medan,7.73,826,107
89,Electronics,783.94,BrandA,3.32,10,2,4,0,SupplierD,Surabaya,24.4,831,48
49,Sports,418.56,BrandD,23.83,10,5,4,0,SupplierD,Medan,23.91,872,166
91,Clothing,166.43,BrandA,2.37,10,5,4,0,SupplierD,Padang,44.94,652,188
59,Clothing,154.52,BrandD,0.67,10,4,4,0,SupplierC,Medan,0.1,733,138
42,Electronics,284.12,BrandA,8.47,10,4,4,0,SupplierE,Lampung,36.94,409,75
92,Beauty,66.28,BrandC,0.65,1,1,1,1,SupplierE,Bandung,30.93,69,156
60,Sports,532.17,BrandC,9.16,5,5,2,0,SupplierA,Bekasi,46.08,386,173
80,Sports,257.9,BrandA,16.56,2,4,1,0,SupplierD,Lampung,22.85,982,46
15,Clothing,188.16,BrandB,1.06,11,2,4,0,SupplierD,Bekasi,32.88,523,179
62,Electronics,886.7,BrandC,9.92,9,6,3,0,SupplierA,Bandung,48.64,296,122
62,Furniture,516.77,BrandD,16.02,7,6,3,1,SupplierE,Bekasi,37.2,616,134
47,Food,61.23,BrandD,14.45,10,6,4,0,SupplierB,Medan,3.37,718,244
62,Electronics,922.1,BrandE,5.52,8,4,3,0,SupplierF,Padang,8.38,64,10
51,Sports,101.86,BrandF,19.8,6,5,2,1,SupplierB,Jakarta,41.07,574,227
55,Health,202.82,BrandF,1.18,9,6,3,0,SupplierE,Bandung,16.74,177,107
64,Sports,279.25,BrandF,9.18,6,0,2,1,SupplierD,Medan,35.3,942,180
3,Sports,591.37,BrandD,11.71,7,3,3,0,SupplierB,Lampung,34.99,7,99
51,Health,185.46,BrandE,3.45,7,5,3,0,SupplierC,Medan,49.69,158,242
7,Clothing,196.93,BrandF,1.36,9,2,3,0,SupplierC,Medan,23.49,10,97
21,Furniture,251.16,BrandF,25.02,11,5,4,0,SupplierA,Jakarta,36.89,784,132
73,Health,46.76,BrandA,7.91,8,2,3,0,SupplierE,Surabaya,2.44,410,58
39,Electronics,1333.0,BrandA,3.06,1,5,1,0,SupplierE,Bekasi,23.13,891,88
18,Sports,443.83,BrandA,19.26,4,6,2,0,SupplierB,Bekasi,9.33,606,120
4,Furniture,449.25,BrandB,29.83,7,3,3,1,SupplierD,Lampung,42.03,154,139
89,Furniture,655.04,BrandF,23.61,11,3,4,1,SupplierE,Padang,42.0,205,185
60,Sports,98.73,BrandB,15.91,8,2,3,0,SupplierB,Lampung,11.82,114,100
14,Health,357.97,BrandE,6.84,7,5,3,0,SupplierB,Surabaya,15.91,378,157
