product_id,category,price,brand,weight_kg,month,day_of_week,quarter,is_holiday,supplier,warehouse_location,discount_percent,stock_available,quantity_sold
15,Beauty,225.05,BrandA,0.81,3,5,1,0,SupplierA,Bekasi,37.03,558,149
5,Furniture,203.06,BrandA,15.47,10,0,4,0,SupplierE,Bandung,35.8,718,46
58,Clothing,62.86,BrandE,1.75,3,5,1,0,SupplierD,Surabaya,13.89,220,230
14,Food,41.09,BrandA,7.31,6,4,2,1,SupplierA,Bekasi,22.97,127,500
11,Furniture,422.5,BrandE,33.29,6,4,2,1,SupplierA,Jakarta,33.06,791,44
30,Electronics,694.16,BrandA,4.7,6,1,2,0,SupplierB,Bekasi,13.35,959,45
78,Electronics,422.48,BrandF,7.37,3,3,1,0,SupplierD,Surabaya,49.48,655,57
88,Clothing,170.14,BrandC,1.57,4,6,2,1,SupplierC,Medan,13.39,216,210
92,Sports,122.06,BrandC,7.74,11,3,4,0,SupplierB,Surabaya,6.98,762,156
96,Food,45.7,BrandE,11.75,6,1,2,0,SupplierB,Padang,24.68,773,260
20,Electronics,407.98,BrandF,6.9,10,0,4,0,SupplierD,Medan,29.79,479,56
2,Sports,365.95,BrandF,10.38,9,6,3,0,SupplierC,Lampung,32.05,114,110
59,Clothing,191.23,BrandA,1.76,5,4,2,0,SupplierB,Padang,45.63,891,163
82,Health,249.45,BrandE,0.85,3,4,1,0,SupplierE,Jakarta,29.95,500,97
40,Food,10.5,BrandB,17.58,2,0,1,0,SupplierA,Lampung,26.64,128,235
71,Furniture,391.56,BrandB,44.26,7,1,3,0,SupplierE,Lampung,36.5,205,43
86,Furniture,510.76,BrandF,45.48,8,0,3,1,SupplierA,Surabaya,1.05,567,27
1,Clothing,144.49,BrandA,0.21,2,0,1,0,SupplierA,Padang,11.9,685,99
17,Sports,469.05,BrandF,8.78,8,1,3,0,SupplierD,Bandung,4.72,674,65
53,Furniture,1050.22,BrandD,7.44,11,5,4,0,SupplierA,Jakarta,20.13,347,36
32,Electronics,447.27,BrandB,4.65,7,1,3,0,SupplierC,Medan,12.49,945,34
71,Health,34.48,BrandA,5.0,1,0,1,0,SupplierB,Bandung,20.32,492,109
8,Furniture,516.87,BrandB,49.34,5,6,2,0,SupplierD,Surabaya,21.15,980,41
72,Health,291.59,BrandF,0.86,5,1,2,0,SupplierA,Padang,36.79,62,164
7,Electronics,819.83,BrandE,9.22,9,1,3,0,SupplierA,Padang,4.01,190,25
87,Electronics,724.91,BrandB,9.43,10,1,4,0,SupplierE,Padang,1.99,83,35
73,Sports,171.86,BrandE,4.28,11,5,4,0,SupplierC,Bandung,13.28,134,190
59,Food,93.26,BrandC,18.73,1,3,1,0,SupplierE,Jakarta,3.66,218,118
45,Clothing,177.06,BrandA,0.8,3,3,1,0,SupplierE,Bekasi,15.13,826,116
86,Electronics,589.19,BrandE,6.73,3,2,1,0,SupplierA,Jakarta,37.12,159,39
27,Sports,184.58,BrandF,10.47,5,4,2,0,SupplierD,Surabaya,45.27,866,125
55,Beauty,22.79,BrandC,1.07,3,5,1,0,SupplierC,Bandung,37.06,564,323
2,Sports,56.12,BrandA,13.31,3,4,1,0,SupplierA,Lampung,18.46,565,105
6,Clothing,79.28,BrandC,1.87,1,2,1,1,SupplierB,Bekasi,5.14,798,141
53,Health,303.55,BrandE,4.64,4,6,2,1,SupplierB,Medan,1.24,754,166
53,Health,347.66,BrandF,4.07,5,1,2,0,SupplierF,Jakarta,19.13,39,78
26,Clothing,76.44,BrandD,1.66,4,1,2,1,SupplierB,Medan,16.41,885,174
36,Health,261.97,BrandC,2.06,9,2,3,0,SupplierA,Jakarta,43.85,267,131
5,Food,61.67,BrandA,7.04,6,3,2,0,SupplierE,Jakarta,19.26,590,241
91,Electronics,202.2,BrandD,9.28,9,5,3,0,SupplierF,Bekasi,36.85,201,62
86,Electronics,1010.1,BrandC,6.73,2,5,1,0,SupplierE,Surabaya,33.34,334,32
71,Food,23.22,BrandB,13.37,7,5,3,0,SupplierF,Bandung,30.78,308,427
1,Health,125.46,BrandC,2.21,10,4,4,0,SupplierF,Surabaya,23.25,452,197
61,Sports,101.45,BrandF,1.73,9,5,3,0,SupplierF,Padang,16.76,838,186
87,Clothing,52.68,BrandC,0.48,1,0,1,1,SupplierD,Padang,42.49,74,206
74,Beauty,218.32,BrandB,1.21,7,1,3,0,SupplierB,Bekasi,34.38,914,214
14,Health,99.25,BrandD,4.04,12,4,4,0,SupplierE,Bandung,45.87,124,284
60,Health,219.49,BrandF,2.84,6,6,2,0,SupplierE,Lampung,35.96,516,192
58,Sports,376.95,BrandB,7.38,5,6,2,0,SupplierB,Lampung,31.88,784,143
81,Furniture,402.06,BrandB,8.49,5,1,2,0,SupplierC,Surabaya,15.99,553,26
30,Clothing,141.85,BrandD,1.44,2,3,1,0,SupplierE,Medan,20.79,211,128
99,Furniture,1140.67,BrandE,5.88,10,3,4,0,SupplierD,Jakarta,47.14,305,31
54,Health,302.79,BrandE,2.78,10,1,4,0,SupplierD,Bandung,13.65,497,92
86,Food,80.82,BrandF,14.54,8,1,3,0,SupplierE,Jakarta,45.35,606,287
11,Electronics,757.2,BrandF,8.71,3,0,1,0,SupplierC,Medan,16.37,465,31
49,Health,304.52,BrandC,4.18,5,6,2,0,SupplierA,Medan,0.97,552,89
29,Food,11.52,BrandF,19.15,1,6,1,1,SupplierB,Bandung,41.96,636,362
61,Clothing,31.73,BrandF,1.9,8,5,3,1,SupplierC,Bandung,30.29,986,374
100,Electronics,1454.14,BrandB,1.35,1,2,1,0,SupplierD,Medan,47.07,203,18
81,Beauty,39.55,BrandB,2.34,11,4,4,0,SupplierA,Lampung,49.19,801,302
55,Sports,197.87,BrandF,7.84,6,0,2,0,SupplierD,Jakarta,21.68,370,145
59,Health,73.9,BrandF,0.96,9,5,3,0,SupplierC,Padang,40.41,551,269
56,Furniture,751.72,BrandF,19.5,4,6,2,0,SupplierC,Medan,12.19,475,29
49,Beauty,18.32,BrandC,2.57,3,3,1,0,SupplierB,Surabaya,39.89,348,233
90,Sports,286.78,BrandC,7.99,4,0,2,1,SupplierD,Medan,27.76,246,158
92,Beauty,139.97,BrandD,0.15,5,1,2,0,SupplierD,Bekasi,12.17,679,194
71,Furniture,478.13,BrandE,49.85,9,2,3,0,SupplierC,Bekasi,22.69,313,28
93,Electronics,610.21,BrandB,7.51,12,1,4,1,SupplierF,Medan,13.82,603,85
77,Sports,490.65,BrandC,12.57,5,1,2,0,SupplierC,Bandung,15.11,725,77
