product_id,category,price,brand,weight_kg,month,day_of_week,quarter,is_holiday,supplier,warehouse_location,discount_percent,stock_available,quantity_sold
18,Electronics,232.51,BrandB,4.34,12,4,4,1,SupplierA,Cibitung,21.1,30,121
90,Sports,42.47,BrandF,4.38,4,3,2,0,SupplierE,Medan,40.47,6,201
28,Clothing,215.48,BrandB,1.09,2,3,1,0,SupplierC,Jakarta,42.37,618,228
11,Furniture,689.85,BrandD,48.79,11,4,4,0,SupplierE,Surabaya,18.08,196,52
11,Electronics,259.57,BrandC,3.65,7,2,3,0,SupplierB,Jakarta,8.13,363,95
32,Electronics,991.87,BrandF,2.82,7,2,3,0,SupplierB,Medan,27.85,701,126
5,Food,85.07,BrandB,15.56,5,0,2,0,SupplierC,Medan,47.15,897,500
19,Furniture,535.2,BrandD,46.15,4,5,2,0,SupplierC,Bandung,13.14,598,58
18,Furniture,1087.61,BrandB,22.97,2,6,1,1,SupplierE,Medan,5.48,642,35
68,Sports,59.86,BrandD,7.94,1,5,1,0,SupplierC,Bekasi,34.09,549,226
56,Food,78.02,BrandC,6.94,1,5,1,0,SupplierB,Medan,13.17,512,243
65,Electronics,1331.67,BrandF,4.69,3,2,1,0,SupplierE,Bandung,26.97,797,66
3,Sports,461.69,BrandD,12.18,5,1,2,0,SupplierA,Surabaya,43.9,969,385
17,Electronics,1471.38,BrandB,8.13,3,2,1,0,SupplierD,Bekasi,30.33,987,90
26,Clothing,280.1,BrandF,2.29,11,5,4,0,SupplierC,Medan,44.98,462,404
29,Food,7.0,BrandE,11.17,12,5,4,1,SupplierA,Jakarta,3.37,32,500
63,Food,11.73,BrandF,4.91,3,5,1,0,SupplierB,Bekasi,28.55,484,500
46,Furniture,309.45,BrandD,9.36,8,6,3,0,SupplierD,Medan,33.67,661,117
14,Electronics,278.8,BrandG,11.0,4,4,2,0,SupplierB,Bandung,21.09,285,78
13,Electronics,776.07,BrandE,12.96,9,6,3,1,SupplierA,Cibitung,4.66,771,91
52,Clothing,66.57,BrandB,1.51,7,0,3,0,SupplierA,Bandung,39.2,465,494
38,Sports,341.08,BrandB,9.99,10,5,4,0,SupplierB,Jakarta,37.4,58,306
68,Electronics,959.43,BrandG,7.69,9,0,3,0,SupplierB,Jakarta,3.43,69,52
77,Electronics,1424.07,BrandE,8.67,2,3,1,0,SupplierA,Bekasi,28.26,323,46
34,Food,24.4,BrandB,14.38,11,5,4,0,SupplierD,Bandung,15.81,769,500
69,Sports,499.27,BrandA,19.92,5,1,2,0,SupplierB,Bekasi,44.04,900,305
70,Clothing,123.47,BrandG,0.56,11,4,4,1,SupplierC,Bekasi,40.86,306,500
71,Clothing,94.05,BrandF,2.68,5,4,2,0,SupplierB,Surabaya,17.14,703,341
7,Food,53.01,BrandG,5.17,7,6,3,1,SupplierA,Cibitung,38.56,652,500
15,Furniture,706.85,BrandA,24.25,3,4,1,1,SupplierA,Cibitung,18.46,565,64
6,Clothing,140.34,BrandC,0.22,11,1,4,0,SupplierC,Bandung,17.68,573,286
21,Sports,382.25,BrandB,18.55,1,1,1,0,SupplierB,Medan,16.61,953,87
32,Furniture,982.46,BrandG,43.88,12,0,4,1,SupplierC,Bandung,1.94,481,38
30,Furniture,484.62,BrandG,41.92,11,1,4,0,SupplierB,Jakarta,13.93,71,62
69,Food,38.36,BrandF,10.29,2,2,1,0,SupplierC,Jakarta,48.13,271,500
66,Food,74.21,BrandE,6.41,10,1,4,0,SupplierA,Medan,35.44,1,251
95,Sports,465.02,BrandF,11.0,7,0,3,0,SupplierB,Surabaya,31.16,679,301
52,Food,53.18,BrandC,13.4,3,1,1,0,SupplierC,Bekasi,47.02,693,500
1,Clothing,192.34,BrandE,0.97,4,3,2,0,SupplierC,Surabaya,30.33,329,302
95,Clothing,163.13,BrandG,2.4,2,2,1,0,SupplierB,Cibitung,31.65,343,218
40,Electronics,1263.95,BrandF,11.34,3,0,1,1,SupplierB,Bandung,49.2,625,145
90,Furniture,1074.75,BrandF,30.91,7,1,3,1,SupplierD,Medan,34.38,914,90
90,Electronics,1211.95,BrandG,3.52,1,4,1,0,SupplierE,Medan,42.42,467,65
57,Sports,494.31,BrandG,12.11,9,3,3,0,SupplierE,Cibitung,27.39,918,216
97,Clothing,228.22,BrandC,1.48,5,6,2,0,SupplierB,Cibitung,24.23,244,385
11,Food,27.28,BrandE,6.85,4,3,2,0,SupplierB,Bandung,35.32,65,500
8,Furniture,548.36,BrandD,29.42,7,6,3,0,SupplierB,Medan,42.84,783,99
54,Food,33.37,BrandG,7.92,12,4,4,0,SupplierE,Cibitung,24.41,279,463
87,Furniture,634.21,BrandF,22.5,3,6,1,0,SupplierD,Cibitung,6.38,637,32
55,Sports,295.26,BrandF,1.03,3,0,1,0,SupplierB,Medan,16.37,465,173
97,Food,37.06,BrandC,17.62,2,3,1,1,SupplierD,Surabaya,26.97,974,396
3,Electronics,1180.5,BrandB,14.26,4,1,2,0,SupplierE,Bandung,5.72,970,74
22,Clothing,150.21,BrandC,0.84,12,5,4,1,SupplierE,Bekasi,40.97,987,465
51,Food,59.7,BrandD,18.18,10,5,4,0,SupplierB,Jakarta,12.14,713,457
73,Food,85.78,BrandA,12.09,9,3,3,0,SupplierA,Surabaya,3.45,663,242
59,Furniture,216.09,BrandF,48.24,3,5,1,0,SupplierB,Medan,32.52,630,110
94,Sports,394.08,BrandG,9.57,6,6,2,0,SupplierE,Surabaya,13.95,461,246
42,Sports,344.05,BrandD,7.06,4,2,2,0,SupplierB,Medan,17.02,901,243
67,Sports,359.56,BrandA,5.89,4,5,2,0,SupplierB,Jakarta,27.76,246,264
29,Furniture,592.99,BrandC,5.78,4,2,2,0,SupplierD,Cibitung,18.45,566,49
43,Sports,191.57,BrandE,19.93,8,2,3,0,SupplierC,Cibitung,11.53,738,214
28,Sports,476.91,BrandB,13.96,12,4,4,0,SupplierD,Surabaya,14.15,102,149
2,Clothing,102.95,BrandC,1.15,5,0,2,0,SupplierE,Bandung,27.67,714,500
61,Furniture,212.85,BrandC,5.55,6,1,2,0,SupplierD,Medan,43.09,116,107
88,Electronics,720.92,BrandF,1.39,3,6,1,0,SupplierA,Bandung,15.19,254,105
67,Sports,310.18,BrandG,12.56,8,2,3,0,SupplierD,Medan,49.5,312,413
13,Sports,321.88,BrandF,12.39,4,2,2,0,SupplierB,Cibitung,7.85,177,159
